Feature,Interest_2425,Compound_Name,Adduct,Precursor_MZ,ExactMass,LibraryQualityString,NPC_Class,NPC_Pathway,ClassyFire_Class
133636,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1336573,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Amino acids and derivatives
133709,Yes,NA,NA,NA,NA,NA,NA,NA,NA
133857,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1338745,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminotriazines
1338865,Yes,NA,NA,NA,NA,NA,Quinolizidine alkaloids,Alkaloids,Azasteroids and derivatives
1339,Yes,NA,NA,NA,NA,NA,NA,NA,NA
134021,Yes,NA,NA,NA,NA,NA,NA,NA,NA
134052,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1342958,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1343121,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-aliphatic s-triazines
1343142,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-aliphatic s-triazines
1343143,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminotriazines
1343152,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dialkylamines
1343180,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-aliphatic s-triazines
1348223,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl-alpha amino acids and derivatives
1348261,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl-alpha amino acids and derivatives
1348277,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Lineolic acids and derivatives
1348352,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl amines
1350817,Yes,"NCGC00385377-01_C19H32O7_4-(2,6,6-Trimethyl-4-oxo-2-cyclohexen-1-yl)-2-butanyl beta-D-glucopyranoside",M+H,373.222,372.215,Gold,Polyamines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
1351863,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
135192,Yes,NA,NA,NA,NA,NA,NA,NA,NA
135225,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1352424,Yes,"""(R)-4-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352526,Yes,"""(4R)-4-((3R,5R,6R,9S,10R,12S,13R,14S,17R)-3,6,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352528,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
1352603,Yes,"""(R)-4-((3S,5S,7S,8R,9S,10S,12R,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352633,Yes,"""(4R)-4-((3R,4R,5S,7R,9S,10R,13R,14S,17R)-3,4,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
1352639,Yes,"""(R)-4-((3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pent-2-enoic acid""",M-H2O+H,373.273,390.277,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352644,Yes,"""(4R)-4-((3R,5S,7R,9S,10S,13R,14R,17R)-3,7,14-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352670,Yes,"""(4R)-4-((3R,5S,7R,9S,10S,13R,14S,15R,17R)-3,7,15-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352673,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352678,Yes,"""(R)-4-((3R,5R,6R,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholestane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352712,Yes,Cholic acid,M-2H2O+H,373.274,408.288,Bronze,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352756,Yes,"""(R)-4-((3R,5R,6R,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352793,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,N-aliphatic s-triazines
1352797,Yes,"""(4R)-4-((3R,4R,5S,7R,9S,10R,13R,14S,17R)-3,4,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
1352844,Yes,"""(R)-4-((3R,5R,6R,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352855,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
1352926,Yes,Cholic acid,M-2H2O+H,373.274,408.288,Bronze,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1352931,Yes,"""(4R)-4-((3S,5R,6S,7S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-2H2O+H,373.274,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1353018,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
135312,Yes,NA,NA,NA,NA,NA,Carboline alkaloids,Alkaloids,Indoles
1353144,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
135320,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,N-substituted imidazoles
135323,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Heteroaromatic compounds
135333,Yes,NA,NA,NA,NA,NA,Carboline alkaloids,Alkaloids,Benzenoids
135419,Yes,NA,NA,NA,NA,NA,Lactones,Fatty acids,Carboxylic acid esters
1356166,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
135634,Yes,NA,NA,NA,NA,NA,Hydroxy fatty acids,Fatty acids,Medium-chain hydroxy acids and derivatives
1356362,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1356371,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Oligopeptides
1356578,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1357056,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl amines
1357110,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,2-monoacylglycerols
1357111,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,1-monoacylglycerols
1357113,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Monoacylglycerols
1357116,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Monoacylglycerols
135779,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
1357942,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Histidine and derivatives
135804,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Amino acids and derivatives
135818,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Amino acids and derivatives
135831,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrazoles
135866,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Amino acids and derivatives
1358992,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
135909,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alkylarylthioethers
135917,Yes,NA,NA,NA,NA,NA,Dicarboxylic acids,Fatty acids,Fatty acid esters
136041,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
136113,Yes,NA,NA,NA,NA,NA,Pyrazine and Piperazine alkaloids,Alkaloids,Aminopyrimidines and derivatives
136116,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
136122,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
136229,Yes,NA,NA,NA,NA,NA,Pyrazine and Piperazine alkaloids,Alkaloids,N-acetyl-2-arylethylamines
1362772,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Eicosanoids
136303,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidines and pyrimidine derivatives
136340,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Azoles
1363532,Yes,"""(R)-4-((3S,5S,8R,9S,10S,12S,13R,14S,17R)-3,12-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,375.289,392.293,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1363852,Yes,"""(R)-4-((1R,3S,5R,8S,9S,10S,13R,14S,17R)-1,3-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,375.289,392.293,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1363970,Yes,"""(R)-4-((1R,3S,5R,8S,9S,10S,13R,14S,17R)-1,3-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,375.289,392.293,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1364317,Yes,"""(R)-4-((1R,3S,5R,8S,9S,10S,13R,14S,17R)-1,3-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,375.289,392.293,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1364356,Yes,"""(R)-4-((1R,3S,5R,8S,9S,10S,13R,14S,17R)-1,3-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,375.289,392.293,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
13644,Yes,NA,NA,NA,NA,NA,Tricyclic guanidine alkaloids,Alkaloids,Azacyclic compounds
1364618,Yes,"""(4R)-4-((3R,5R,6S,9S,10R,13R,14S,17R)-3,6-dihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,375.289,392.293,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1364679,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1364740,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
136987,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-acetyl-2-arylethylamines
137127,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Amino acids and derivatives
1371729,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,N-acyl-alpha amino acids
13718,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1373116,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
1373131,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
1373871,Yes,NA,NA,NA,NA,NA,Quinolizidine alkaloids,Alkaloids,Piperidines
1374320,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Amino acids and derivatives
1375260,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Alloxazines and isoalloxazines
1376842,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Guanidines
1379146,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Lipids and lipid-like molecules
138045,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,N-acetyl-2-arylethylamines
1380668,Yes,NA,NA,NA,NA,NA,Pregnane steroids,Terpenoids,Lipids and lipid-like molecules
1382396,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Other hydroxyeicosapolyenoic acids
138418,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Heteroaromatic compounds
1385152,Yes,NA,NA,NA,NA,NA,Androstane steroids,Fatty acids,Fatty acid esters
1385639,Yes,NA,NA,NA,NA,NA,Labdane diterpenoids,Alkaloids,Heteroaromatic compounds
1395065,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,1-monoacylglycerols
1397163,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1397718,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Oligopeptides
14013,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Primary alcohols
1403,Yes,NA,NA,NA,NA,NA,NA,NA,NA
14031,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Sulfenyl compounds
14050,Yes,NA,NA,NA,NA,NA,Acyclic monoterpenoids,Terpenoids,Monoterpenoids
1406343,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,N-acyl-alpha amino acids
1406379,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,"Amino acids, peptides, and analogues"
1419,Yes,NA,NA,NA,NA,NA,NA,NA,NA
143320,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,2-aminoalcohols"
1433235,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Cholesterols and derivatives
1433686,Yes,NA,NA,NA,NA,NA,Cholestane steroids,Terpenoids,Delta-5-steroids
1435381,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Peptides
1435664,Yes,NA,NA,NA,NA,NA,Prenyl quinone meroterpenoids,Polyketides,Phenylpropanoic acids
1437123,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1437155,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1437315,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Lineolic acids and derivatives
1438952,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1439189,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Carbamate esters
1459940,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Alpha amino acids and derivatives
1464819,Yes,"""(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,389.268,406.272,Gold,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
1464928,Yes,"""(4R)-4-((3S,5S,7S,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-12-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,389.268,406.272,Gold,Cholane steroids,Terpenoids,"Bile acids, alcohols and derivatives"
1464943,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1475857,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
1475858,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
1481713,Yes,"""(4R)-4-((3R,5R,6R,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,391.284,408.288,Gold,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1483036,Yes,Spectral Match to 12-Ketodeoxycholic acid from NIST14,M+H,391.284,0,Bronze,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1483960,Yes,"""(4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,391.284,408.288,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1484451,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1484817,Yes,"""(R)-4-((3R,5R,6S,7R,8S,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,391.284,408.288,Gold,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1484950,Yes,"""(R)-4-((3R,5R,8S,9S,10R,13R,14S,17R)-3-hydroxy-10,13-dimethyl-6-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M+H,391.284,390.277,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1485659,Yes,"""(4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,391.284,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1485847,Yes,"""(4R)-4-((3R,5R,6S,7R,9S,10R,13R,14S,17R)-3,6,7-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,391.284,408.288,Gold,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1487755,Yes,"""(R)-4-((3R,5R,8S,9S,10R,13R,14S,17R)-3-hydroxy-10,13-dimethyl-6-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M+H,391.284,390.277,Gold,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1488052,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1488062,Yes,"""(R)-4-((3R,5R,8S,9S,10R,13R,14S,17R)-3-hydroxy-10,13-dimethyl-6-oxohexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M+H,391.284,390.277,Gold,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1488282,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1491588,Yes,"""(R)-4-((3R,5S,7R,8R,9S,10S,12S,13R,14S,17R)-3,7,12-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,391.284,408.288,Gold,Cholane steroids,Terpenoids,"Monohydroxy bile acids, alcohols and derivatives"
1499055,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
149991,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acid esters
1500456,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1500546,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Phenylalanine and derivatives
150104,Yes,NA,NA,NA,NA,NA,Acridone alkaloids,Alkaloids,Benzenoids
150156,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
150277,Yes,NA,NA,NA,NA,NA,Aminoacids,Fatty acids,Quaternary ammonium salts
150279,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Acetamides
150298,Yes,NA,NA,NA,NA,NA,Pyrrolidine alkaloids,Fatty acids,Ketones
150301,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Acetamides
150303,Yes,NA,NA,NA,NA,NA,Aminoacids,Fatty acids,Organic phosphonic acids and derivatives
150345,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Pyrimidones
150353,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Phosphonic acid esters
150408,Yes,NA,NA,NA,NA,NA,Carane monoterpenoids,Terpenoids,Dialkyl alkylphosphonates
150420,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic phosphonic acids and derivatives
150469,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Aminopyrimidines and derivatives
150501,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Organonitrogen compounds
150507,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Azolidines
1505867,Yes,NA,NA,NA,NA,NA,N-acyl amines,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
1506321,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Amino acids and derivatives
1507397,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1507402,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1507419,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1508276,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
150967,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Secondary carboxylic acid amides
1512456,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,N-acyl-alpha amino acids
1514902,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1515030,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Fatty acids,Alpha amino acid esters
1515135,Yes,NA,NA,NA,NA,NA,N-acyl amines,Alkaloids,Fatty Acyls
1517530,Yes,NA,NA,NA,NA,NA,Prostaglandins,Polyketides,Phenol ethers
151850,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Carboxylic acids
1521449,Yes,NA,NA,NA,NA,NA,NA,NA,NA
15255,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Azoles
15293,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Azacyclic compounds
15344,Yes,NA,NA,NA,NA,NA,Chalcones,Shikimates and Phenylpropanoids,Aniline and substituted anilines
1542121,Yes,NA,NA,NA,NA,NA,NA,NA,NA
154624,Yes,NA,NA,NA,NA,NA,NA,NA,NA
154802,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Cysteine and derivatives
154820,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
15488,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1552167,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
1553572,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Oligopeptides
15545,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1554597,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Monoacylglycerols
1555119,Yes,NA,NA,NA,NA,NA,NA,NA,NA
1564099,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
1566393,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
1566468,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Hydroxy bile acids, alcohols and derivatives"
156681,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Primary alcohols
156696,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Benzene and substituted derivatives
1570107,Yes,"""methyl (R)-4-((3R,5S,7R,8R,9S,10S,13R,14S,15S,17R)-3,7,15-trihydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoate""",M-H2O+H,405.299,422.303,Gold,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1575114,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,"Dihydroxy bile acids, alcohols and derivatives"
1575115,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Alkanesulfonic acids
1575117,Yes,NA,NA,NA,NA,NA,Cholane steroids,Terpenoids,Glycinated bile acids and derivatives
1575212,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,N-acyl amines
157759,Yes,NA,NA,NA,NA,NA,NA,NA,NA
157819,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Aralkylamines
157957,Yes,NA,NA,NA,NA,NA,Caryophyllane sesquiterpenoids,Fatty acids,Carbonyl compounds
158012,Yes,NA,NA,NA,NA,NA,Caryophyllane sesquiterpenoids,Terpenoids,Lipids and lipid-like molecules
1580825,Yes,"""3alpha,7alpha-dihydroxy-12-oxo-5beta-cholanic acid""",[M+H]+,407.279,406.272,Gold,Cholane steroids,Terpenoids,"Trihydroxy bile acids, alcohols and derivatives"
158093,Yes,NA,NA,NA,NA,NA,Caryophyllane sesquiterpenoids,Terpenoids,Ketones
1581383,Yes,"""(R)-4-((3R,5R,6R,7S,8R,9S,10R,12S,13R,14S,17R)-3,6,7,12-tetrahydroxy-10,13-dimethylhexadecahydro-1H-cyclopenta[a]phenanthren-17-yl)pentanoic acid""",M-H2O+H,407.279,424.283,Gold,Cholane steroids,Terpenoids,"Trihydroxy bile acids, alcohols and derivatives"
