Feature,Interest_2425,Compound_Name,Adduct,Precursor_MZ,ExactMass,LibraryQualityString,NPC_Class,NPC_Pathway,ClassyFire_Class
3176935,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3176968,Yes,Cholic acid,3M+H,1225.87,408.288,Bronze,NA,NA,NA
3176969,Yes,Cholic acid,3M+H,1225.87,408.288,Bronze,NA,NA,NA
3176988,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3177491,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3177528,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3177529,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3177537,Yes,Cholic acid,3M+NH4,1242.9,408.288,Bronze,NA,NA,NA
3177541,Yes,Cholic acid,3M+NH4,1242.9,408.288,Bronze,NA,NA,NA
3177550,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3177588,Yes,Cholic acid,3M+Na,1247.85,408.288,Bronze,NA,NA,NA
3177608,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178055,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178056,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178059,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178071,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178076,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178123,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178150,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178155,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178158,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178195,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178259,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178330,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3178335,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3179508,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3179509,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3179512,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3179544,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3179564,Yes,NA,NA,NA,NA,NA,NA,NA,NA
31798,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3179883,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180023,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180024,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180025,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180028,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180030,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180033,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180035,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180038,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180041,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180043,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180048,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180051,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180066,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180069,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180077,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180081,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180218,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180219,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3180241,Yes,NA,NA,NA,NA,NA,NA,NA,NA
31812,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3181424,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3181428,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3181429,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3185522,Yes,"Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14",M+H,293.247,0,Bronze,Unsaturated fatty acids,Fatty acids,Lineolic acids and derivatives
3185544,Yes,NA,NA,NA,NA,NA,Labdane diterpenoids,Terpenoids,Fatty acid esters
3185556,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Dialkylthioethers
3185637,Yes,NA,NA,NA,NA,NA,Hydroxy-hydroperoxyeicosatrienoic acids,Fatty acids,Lineolic acids and derivatives
3185649,Yes,NA,NA,NA,NA,NA,Labdane diterpenoids,Fatty acids,Lineolic acids and derivatives
3185701,Yes,"Spectral Match to 9Z,11E,13E-Octadecatrienoic acid methyl ester from NIST14",M+H,293.247,0,Bronze,Labdane diterpenoids,Terpenoids,Diterpenoids
3197597,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
3197649,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
3197673,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Alpha amino acids
319870,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Benzoic acid esters
31998,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3200,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3201110,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Carboxylic acid derivatives
3201562,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dialkylamines
3204308,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alkylarylthioethers
3204313,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
3204323,Yes,NA,NA,NA,NA,NA,Other Eicosanoids,Fatty acids,Lineolic acids and derivatives
3204487,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Lineolic acids and derivatives
3204591,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
32046,Yes,NA,NA,NA,NA,NA,Halogenated hydrocarbons,Fatty acids,Organic phosphonic acids
3204784,Yes,NA,NA,NA,NA,NA,Labdane diterpenoids,Terpenoids,Diterpenoids
3204825,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Triazines
32067,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3210033,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Heteroaromatic compounds
3211782,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
3211837,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids
3213651,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,Histidine and derivatives
321612,Yes,NA,NA,NA,NA,NA,NA,NA,NA
32204,Yes,NA,NA,NA,NA,NA,Aminoacids,Fatty acids,Sulfenyl compounds
3228894,Yes,NA,NA,NA,NA,NA,Purine nucleos(t)ides,Carbohydrates,Alpha amino acids and derivatives
3231740,Yes,NA,NA,NA,NA,NA,Other Octadecanoids,Fatty acids,Long-chain fatty acids
3232453,Yes,NA,NA,NA,NA,NA,Other Octadecanoids,Fatty acids,Lineolic acids and derivatives
3232456,Yes,NA,NA,NA,NA,NA,Other Octadecanoids,Fatty acids,Long-chain fatty acids
323599,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Fatty acids,Fatty alcohols
3239693,Yes,NA,NA,NA,NA,NA,N-acyl amines,Fatty acids,Amino acids and derivatives
3248588,Yes,NA,NA,NA,NA,NA,Open-chain polyketides,Fatty acids,N-acyl amines
3260300,Yes,NA,NA,NA,NA,NA,Labdane diterpenoids,Fatty acids,Long-chain fatty acids
3260648,Yes,NA,NA,NA,NA,NA,Cannabinoids,Terpenoids,Benzenoids
3261745,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Fatty Acyls
3261809,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminotriazines
3262152,Yes,NA,NA,NA,NA,NA,Monoacylglycerols,Fatty acids,Dialkylthioethers
32861,Yes,NA,NA,NA,NA,NA,NA,NA,NA
32878,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic sulfuric acids and derivatives
32977,Yes,NA,NA,NA,NA,NA,NA,NA,NA
33012,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic phosphonic acids
330938,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Benzenoids
33191,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organonitrogen compounds
33237,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Phosphate esters
33299,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic sulfuric acids and derivatives
333041,Yes,NA,NA,NA,NA,NA,Dipeptides,Alkaloids,Fatty Acyls
33960,Yes,NA,NA,NA,NA,NA,NA,NA,NA
33961,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alkanesulfonic acids
34059,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34076,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34114,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34160,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34674,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Dialkylamines
34720,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34759,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34781,Yes,NA,NA,NA,NA,NA,NA,NA,NA
34816,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Phenol ethers
348168,Yes,Spectral Match to Equol from NIST14,M+H,243.101,0,Bronze,Imidazole alkaloids,Alkaloids,Phenol ethers
348178,Yes,NA,NA,NA,NA,NA,Isoflavanones,Shikimates and Phenylpropanoids,Isoflavanols
34831,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Carboxylic acid derivatives
34841,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Isothioureas
34984,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Monoalkylamines
35089,Yes,NA,NA,NA,NA,NA,Aminoacids,Fatty acids,Primary amines
35288,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Organosulfonic acids and derivatives
35292,Yes,NA,NA,NA,NA,NA,Monosaccharides,Carbohydrates,Organic peroxomonosulfates
35328,Yes,NA,NA,NA,NA,NA,NA,NA,NA
35346,Yes,NA,NA,NA,NA,NA,NA,NA,NA
353723,Yes,NA,NA,NA,NA,NA,NA,NA,NA
35959,Yes,NA,NA,NA,NA,NA,NA,NA,NA
359630,Yes,NA,NA,NA,NA,NA,Bisabolane sesquiterpenoids,Terpenoids,Prenol lipids
35966,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids
359666,Yes,NA,NA,NA,NA,NA,Catechols with side chains,Polyketides,Benzene and substituted derivatives
35969,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3597,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic oxoazanium compounds
359740,Yes,NA,NA,NA,NA,NA,Norkaurane diterpenoids,Terpenoids,Benzenoids
359748,Yes,NA,NA,NA,NA,NA,Hydrocarbons,Fatty acids,Branched unsaturated hydrocarbons
35986,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Histidine and derivatives
36002,Yes,NA,NA,NA,NA,NA,NA,NA,NA
36006,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Carboxylic acids
36022,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Monoalkylamines
36111,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3612,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
36146,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Tyrosine and derivatives
3632,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organic azides
36349,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids
364990,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Alpha amino acids and derivatives
3653,Yes,NA,NA,NA,NA,NA,NA,NA,NA
3658,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Carboxylic acids
36738,Yes,NA,NA,NA,NA,NA,Simple coumarins,Shikimates and Phenylpropanoids,Benzenoids
36792,Yes,NA,NA,NA,NA,NA,Simple coumarins,Shikimates and Phenylpropanoids,Benzenoids
36879,Yes,NA,NA,NA,NA,NA,Quinazoline alkaloids,Alkaloids,Imidazopyrimidines
368969,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Alpha amino acids and derivatives
368990,Yes,NA,NA,NA,NA,NA,Pyrrolidine alkaloids,Alkaloids,Azacyclic compounds
369007,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
369025,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
369093,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
369222,Yes,NA,NA,NA,NA,NA,Primary amides,Terpenoids,Dialkylthioethers
369225,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Heteroaromatic compounds
369237,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Aminotriazines
369285,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
369414,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Heteroaromatic compounds
377709,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,N-substituted imidazoles
377713,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
377720,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Imidazoles
377724,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,"1,3,5-triazines"
377760,Yes,NA,NA,NA,NA,NA,Dipeptides,Alkaloids,Amino acids and derivatives
377783,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Azoles
377794,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Guanidines
377819,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Substituted imidazoles
37808,Yes,NA,NA,NA,NA,NA,Fatty aldehydes,Fatty acids,Monothioacetals
38042,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Organic sulfuric acids and derivatives
383678,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Fatty acids,Quaternary ammonium salts
384660,Yes,NA,NA,NA,NA,NA,Phenylalanine-derived alkaloids,Alkaloids,Organonitrogen compounds
386398,Yes,NA,NA,NA,NA,NA,NA,NA,NA
386405,Yes,NA,NA,NA,NA,NA,NA,NA,NA
386800,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
389028,Yes,NA,NA,NA,NA,NA,NA,NA,NA
397566,Yes,NA,NA,NA,NA,NA,Caryophyllane sesquiterpenoids,Terpenoids,Sesquiterpenoids
399916,Yes,NA,NA,NA,NA,NA,NA,NA,NA
399917,Yes,NA,NA,NA,NA,NA,NA,NA,NA
4017,Yes,NA,NA,NA,NA,NA,NA,NA,NA
402965,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Aminotriazines
40309,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Heteroaromatic compounds
40324,Yes,NA,NA,NA,NA,NA,NA,NA,NA
40382,Yes,NA,NA,NA,NA,NA,NA,NA,NA
40579,Yes,NA,NA,NA,NA,NA,NA,NA,NA
40884,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Monoalkylamines
40889,Yes,NA,NA,NA,NA,NA,NA,NA,NA
40893,Yes,NA,NA,NA,NA,NA,Acetate-derived alkaloids,Fatty acids,Monoalkylamines
409158,Yes,NA,NA,NA,NA,NA,Hydrocarbons,Fatty acids,Organosulfur compounds
40920,Yes,NA,NA,NA,NA,NA,NA,NA,NA
40936,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41014,Yes,NA,NA,NA,NA,NA,NA,NA,NA
410284,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Fatty Acyls
410950,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Long-chain fatty acids
41118,Yes,NA,NA,NA,NA,NA,NA,NA,NA
411947,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Long-chain fatty acids
41320,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41321,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41382,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41387,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41412,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41416,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41419,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41449,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41502,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41538,Yes,NA,NA,NA,NA,NA,NA,NA,NA
416254,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Organic sulfuric acids and derivatives
41642,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41694,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41721,Yes,NA,NA,NA,NA,NA,NA,NA,NA
41772,Yes,NA,NA,NA,NA,NA,Dipeptides,Alkaloids,Alpha amino acids and derivatives
41898,Yes,NA,NA,NA,NA,NA,NA,NA,NA
42089,Yes,NA,NA,NA,NA,NA,NA,NA,NA
42126,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Amino acids and derivatives
42185,Yes,NA,NA,NA,NA,NA,NA,NA,NA
43782,Yes,NA,NA,NA,NA,NA,NA,NA,NA
43936,Yes,NA,NA,NA,NA,NA,NA,NA,NA
43953,Yes,NA,NA,NA,NA,NA,NA,NA,NA
43957,Yes,NA,NA,NA,NA,NA,Pyrrolidine alkaloids,Fatty acids,Alpha amino acids and derivatives
43969,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
44109,Yes,NA,NA,NA,NA,NA,Aminoacids,Shikimates and Phenylpropanoids,Aminotoluenes
44234,Yes,NA,NA,NA,NA,NA,NA,NA,NA
44290,Yes,NA,NA,NA,NA,NA,NA,NA,NA
44304,Yes,NA,NA,NA,NA,NA,NA,NA,NA
44324,Yes,NA,NA,NA,NA,NA,NA,NA,NA
44413,Yes,NA,NA,NA,NA,NA,NA,NA,NA
44444,Yes,NA,NA,NA,NA,NA,Isocoumarins,Alkaloids,Carboxylic acids and derivatives
44445,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Nitroaromatic compounds
44459,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Thiadiazole sulfonamides
44465,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alpha amino acids and derivatives
44503,Yes,NA,NA,NA,NA,NA,NA,NA,NA
44566,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Tetrazoles
446928,Yes,NA,NA,NA,NA,NA,Farnesane sesquiterpenoids,Terpenoids,Sesquiterpenoids
4479,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Purinones
44837,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Organic sulfuric acids and derivatives
44959,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Tetrazoles
450128,Yes,NA,NA,NA,NA,NA,Tripeptides,Amino acids and Peptides,N-acyl-alpha amino acids and derivatives
451221,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Piperidines
45160,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Azoles
462703,Yes,Trp-gly CollisionEnergy:205060,M+H,262.119,0,Bronze,Dipeptides,Amino acids and Peptides,Dipeptides
462705,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acids
462710,Yes,NA,NA,NA,NA,NA,Polyamines,Amino acids and Peptides,Alpha amino acids and derivatives
465295,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
465503,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
465542,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Alpha amino acids and derivatives
4716,Yes,NA,NA,NA,NA,NA,Acridone alkaloids,Alkaloids,Benzenoids
473746,Yes,NA,NA,NA,NA,NA,Farnesane sesquiterpenoids,Terpenoids,Prenol lipids
474218,Yes,NA,NA,NA,NA,NA,Fatty aldehydes,Fatty acids,Fatty Acyls
474230,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Fatty Acyls
474407,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Fatty Acyls
474954,Yes,NA,NA,NA,NA,NA,Fatty aldehydes,Fatty acids,Fatty Acyls
475195,Yes,NA,NA,NA,NA,NA,Farnesane sesquiterpenoids,Fatty acids,Prenol lipids
475292,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Fatty Acyls
475325,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Fatty Acyls
475355,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Fatty Acyls
475583,Yes,NA,NA,NA,NA,NA,Acyclic monoterpenoids,Fatty acids,Fatty alcohols
47860,Yes,NA,NA,NA,NA,NA,Acridone alkaloids,Alkaloids,Benzene and substituted derivatives
47864,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Sulfuric acid diamides
47873,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Sulfonyls
47876,Yes,NA,NA,NA,NA,NA,NA,NA,NA
47884,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Alkanolamines
47956,Yes,NA,NA,NA,NA,NA,NA,NA,NA
48019,Yes,NA,NA,NA,NA,NA,Pyrrolidine alkaloids,Alkaloids,Aminals
48044,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Dialkyldisulfides
48087,Yes,NA,NA,NA,NA,NA,NA,NA,NA
483941,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Alpha amino acids and derivatives
484024,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
484584,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Dialkylarylamines
484635,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Triazines
484707,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Alkoxy-S-triazines
484711,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Imidazoles
484754,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Azoles
48504,Yes,NA,NA,NA,NA,NA,NA,NA,NA
485129,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organic phosphoric acids and derivatives
485142,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Triazines
485301,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,"1,3,5-triazine-2,4-diamines"
485457,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,"1,3,5-triazine-2,4-diamines"
485522,Yes,NA,NA,NA,NA,NA,Imidazole alkaloids,Alkaloids,Amino acids and derivatives
48603,Yes,NA,NA,NA,NA,NA,Piperidine alkaloids,Alkaloids,Carbamate esters
48615,Yes,NA,NA,NA,NA,NA,NA,NA,NA
48839,Yes,NA,NA,NA,NA,NA,NA,NA,NA
48901,Yes,NA,NA,NA,NA,NA,NA,NA,NA
490681,Yes,NA,NA,NA,NA,NA,Fatty alcohols,Terpenoids,Long-chain fatty alcohols
490792,Yes,NA,NA,NA,NA,NA,Unsaturated fatty acids,Fatty acids,Unsaturated fatty acids
491053,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49116,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49160,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49518,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49584,Yes,NA,NA,NA,NA,NA,NA,NA,NA
4967,Yes,NA,NA,NA,NA,NA,Cinnamic acids and derivatives,Shikimates and Phenylpropanoids,Benzene and substituted derivatives
49681,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Monocarboxylic acids and derivatives
49689,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Acetylides
4971,Yes,NA,NA,NA,NA,NA,pteridine alkaloids,Alkaloids,Thiadiazoles
49711,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49772,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49780,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Phosphate esters
49803,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Phosphate esters
4982,Yes,NA,NA,NA,NA,NA,NA,NA,NA
4986,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic phosphoric acids and derivatives
49887,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Phosphate esters
49889,Yes,NA,NA,NA,NA,NA,NA,NA,NA
4990,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49915,Yes,NA,NA,NA,NA,NA,NA,NA,NA
49924,Yes,NA,NA,NA,NA,NA,Simple phenolic acids,Shikimates and Phenylpropanoids,Arylsulfonic acids and derivatives
4996,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,Organic phosphoramides
50066,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Phosphate esters
50181,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Phosphate esters
50202,Yes,NA,NA,NA,NA,NA,Aminoacids,Shikimates and Phenylpropanoids,C-nitro compounds
50420,Yes,NA,NA,NA,NA,NA,Aminoacids,Alkaloids,Azoles
50516,Yes,NA,NA,NA,NA,NA,Aminoacids,Amino acids and Peptides,C-nitro compounds
5071,Yes,NA,NA,NA,NA,NA,Pyrazine and Piperazine alkaloids,Alkaloids,Aminopyrimidines and derivatives
5075,Yes,NA,NA,NA,NA,NA,Polyamines,Alkaloids,Organic cyanides
5102,Yes,NA,NA,NA,NA,NA,Purine alkaloids,Alkaloids,Triazoles
519025,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Fatty acid methyl esters
519610,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Long-chain fatty acids
520343,Yes,NA,NA,NA,NA,NA,Wax monoesters,Fatty acids,Fatty acid methyl esters
5227,Yes,NA,NA,NA,NA,NA,NA,NA,NA
522934,Yes,NA,NA,NA,NA,NA,Dipeptides,Amino acids and Peptides,Dipeptides
5234,Yes,NA,NA,NA,NA,NA,Polyamines,Fatty acids,Dialkylamines
5290,Yes,NA,NA,NA,NA,NA,NA,NA,NA
530004,Yes,NA,NA,NA,NA,NA,Phenanthrenes,Shikimates and Phenylpropanoids,Benzene and substituted derivatives
530736,Yes,NA,NA,NA,NA,NA,Pyridine alkaloids,Alkaloids,Thiazoles
5314,Yes,NA,NA,NA,NA,NA,NA,NA,NA
53156,Yes,NA,NA,NA,NA,NA,Iridoids monoterpenoids,Fatty acids,Sulfonyls
53160,Yes,NA,NA,NA,NA,NA,Oxo fatty acids,Fatty acids,Thia fatty acids
53167,Yes,NA,NA,NA,NA,NA,Iridoids monoterpenoids,Terpenoids,Sulfonyls
